unnamed;2022-11-30 23:24:11.944415;{0: False}
unnamed;2022-11-30 23:24:13.346309;{0: True}
unnamed;2022-11-30 23:24:14.359541;{0: False}
unnamed;2022-11-30 23:24:15.310869;{0: True}
unnamed;2022-11-30 23:24:16.615681;{0: False}
unnamed;2022-11-30 23:24:18.191599;{0: True}
unnamed;2022-11-30 23:24:22.226545;{0: False}
unnamed;2022-11-30 23:24:23.285096;{0: True}
unnamed;2022-11-30 23:24:24.270357;{0: False}
unnamed;2022-11-30 23:24:24.751715;{0: True}
unnamed;2022-11-30 23:24:25.656937;{0: False}
unnamed;2022-11-30 23:24:26.092747;{0: True}
unnamed;2022-11-30 23:24:30.392996;{0: False}
unnamed;2022-11-30 23:24:42.197640;{0: True}
unnamed;2022-11-30 23:24:51.663986;{0: False}
unnamed;2022-11-30 23:24:56.338759;{0: True}
unnamed;2022-11-30 23:24:56.776286;{0: False}
